Date,Price,Open,High,Low,Vol.,Change %
2024-12-10,"1,012.95","1,021.00","1,023.50","1,006.65",2.23M,0.10%
2024-12-11,"1,000.20","1,015.90","1,020.50",997.10,1.25M,-1.26%
2024-12-12,"1,005.80","1,005.00","1,012.95",991.00,1.51M,0.56%
2024-12-13,999.85,995.00,"1,003.50",973.05,2.44M,-0.59%
2024-12-16,990.35,"1,004.00","1,006.30",984.00,1.22M,-0.95%
2024-12-17,966.85,990.35,990.80,961.00,1.67M,-2.37%
2024-12-18,946.85,967.05,969.50,941.55,1.61M,-2.07%
2024-12-19,925.95,934.05,942.70,921.60,1.93M,-2.21%
2024-12-20,917.35,926.00,941.70,912.05,29.00M,-0.93%
2024-12-23,937.05,936.00,950.95,921.60,3.99M,2.15%
2024-12-24,921.85,937.05,937.95,918.45,2.05M,-1.62%
2024-12-26,914.45,921.85,929.40,913.10,2.06M,-0.80%
2024-12-27,913.30,914.65,926.50,911.25,1.92M,-0.13%
2024-12-30,898.95,913.30,916.70,895.60,1.96M,-1.57%
2024-12-31,901.50,898.05,906.40,896.60,1.03M,0.28%
2025-01-01,905.45,901.15,910.00,890.70,1.02M,0.44%
