Date,Price,Open,High,Low,Vol.,Change %
2024-08-14,"1,161.65","1,167.00","1,170.05","1,153.00",13.43M,-0.57%
2024-08-16,"1,187.25","1,170.00","1,193.00","1,165.65",10.96M,2.20%
2024-08-19,"1,175.90","1,191.00","1,195.75","1,173.30",6.69M,-0.96%
2024-08-20,"1,179.45","1,174.20","1,189.80","1,170.00",10.43M,0.30%
2024-08-21,"1,174.85","1,177.00","1,178.65","1,165.10",17.23M,-0.39%
2024-08-22,"1,191.10","1,182.00","1,192.60","1,176.60",8.56M,1.38%
2024-08-23,"1,203.50","1,193.00","1,205.00","1,188.55",7.52M,1.04%
2024-08-26,"1,213.30","1,205.55","1,214.95","1,201.05",10.92M,0.81%
2024-08-27,"1,226.35","1,213.30","1,232.50","1,208.90",16.30M,1.08%
2024-08-28,"1,223.85","1,222.65","1,226.40","1,217.30",12.29M,-0.20%
2024-08-29,"1,221.90","1,218.95","1,235.00","1,217.00",10.81M,-0.16%
2024-08-30,"1,229.20","1,230.00","1,235.55","1,218.90",21.21M,0.60%
2024-09-02,"1,229.95","1,239.00","1,239.20","1,222.50",12.52M,0.06%
2024-09-03,"1,247.70","1,227.20","1,250.95","1,220.40",19.11M,1.44%
2024-09-04,"1,236.35","1,239.85","1,243.70","1,232.80",13.51M,-0.91%
2024-09-05,"1,235.95","1,238.00","1,244.85","1,231.30",9.14M,-0.03%
2024-09-06,"1,208.15","1,225.95","1,233.90","1,205.00",10.17M,-2.25%
2024-09-09,"1,235.00","1,202.90","1,238.30","1,200.45",13.86M,2.22%
2024-09-10,"1,237.30","1,236.95","1,241.35","1,227.00",15.55M,0.19%
2024-09-11,"1,236.35","1,231.50","1,239.30","1,226.40",11.99M,-0.08%
2024-09-12,"1,252.15","1,238.00","1,257.00","1,226.35",15.38M,1.28%
2024-09-13,"1,250.35","1,252.00","1,255.95","1,242.05",9.88M,-0.14%
2024-09-16,"1,262.85","1,251.00","1,265.60","1,244.70",8.97M,1.00%
