Date,Price,Open,High,Low,Vol.,Change %
2024-03-15,258.5,257.38,259.13,253.2,13.65M,-0.18%
2024-03-18,255.1,259.0,259.27,254.5,6.39M,-1.32%
2024-03-19,247.43,254.5,254.5,246.57,9.62M,-3.01%
2024-03-20,246.75,248.02,250.63,244.6,8.39M,-0.27%
2024-03-21,250.23,249.82,252.65,249.23,11.64M,1.41%
2024-03-22,243.55,244.63,245.38,239.77,28.65M,-2.67%
2024-03-26,239.93,243.0,245.48,239.52,18.27M,-1.49%
2024-03-27,236.15,239.85,240.48,235.63,14.32M,-1.57%
2024-03-28,240.05,238.35,241.52,237.65,15.46M,1.65%
2024-04-01,242.48,241.85,243.2,240.77,6.04M,1.01%
2024-04-02,240.6,240.98,241.35,239.8,6.93M,-0.77%
2024-04-03,241.6,240.0,243.85,237.98,13.79M,0.42%
2024-04-04,243.7,242.9,245.98,239.8,16.00M,0.87%
2024-04-05,242.52,243.25,243.57,241.27,6.41M,-0.48%
2024-04-08,239.95,245.0,245.8,239.1,26.64M,-1.06%
2024-04-09,237.9,241.98,242.63,237.6,15.80M,-0.85%
2024-04-10,238.65,238.75,239.73,236.55,10.77M,0.32%
2024-04-12,235.38,237.5,240.0,235.0,13.17M,-1.37%
2024-04-15,229.68,233.23,234.18,229.1,12.18M,-2.42%
2024-04-16,224.18,226.52,229.25,222.4,21.44M,-2.39%
2024-04-18,222.18,226.25,227.73,221.43,21.99M,-0.89%
2024-04-19,226.38,220.0,226.95,218.5,20.47M,1.89%
2024-04-22,231.0,226.38,233.07,225.0,18.88M,2.04%
2024-04-23,231.05,233.4,233.4,230.1,10.32M,0.02%
2024-04-24,229.95,231.95,232.32,229.3,5.92M,-0.48%
2024-04-25,230.5,229.45,231.27,227.9,11.81M,0.24%
2024-04-26,232.3,230.95,237.9,230.8,21.48M,0.78%
2024-04-29,231.48,233.82,234.0,230.8,7.25M,-0.36%
2024-04-30,231.2,231.5,233.38,230.75,8.90M,-0.12%
2024-05-02,228.7,231.2,231.5,227.73,14.94M,-1.08%
2024-05-03,228.68,230.2,231.0,226.6,9.73M,-0.01%
2024-05-06,229.32,229.4,231.3,228.0,6.92M,0.28%
2024-05-07,231.95,230.9,232.68,227.0,9.28M,1.14%
2024-05-08,231.6,232.5,233.2,230.65,8.21M,-0.15%
