Date,Price,Open,High,Low,Vol.,Change %
2024-09-17,"3,767.40","3,759.90","3,777.00","3,727.30",392.34K,0.72%
2024-09-18,"3,725.35","3,769.00","3,786.00","3,708.00",420.64K,-1.12%
2024-09-19,"3,780.95","3,750.00","3,795.00","3,741.10",945.26K,1.49%
2024-09-20,"3,797.20","3,793.00","3,819.00","3,740.00",1.95M,0.43%
2024-09-23,"3,820.10","3,797.20","3,829.00","3,781.00",530.11K,0.60%
2024-09-24,"3,784.90","3,818.00","3,839.90","3,781.55",1.28M,-0.92%
2024-09-25,"3,737.25","3,800.00","3,803.55","3,710.05",942.34K,-1.26%
2024-09-26,"3,757.55","3,738.00","3,777.15","3,701.40",1.86M,0.54%
2024-09-27,"3,816.70","3,774.00","3,867.00","3,751.20",2.16M,1.57%
2024-09-30,"3,823.95","3,786.00","3,863.55","3,786.00",1.07M,0.19%
2024-10-01,"3,775.95","3,823.95","3,837.95","3,757.00",774.22K,-1.26%
2024-10-03,"3,674.95","3,689.10","3,782.00","3,650.05",1.60M,-2.67%
2024-10-04,"3,670.10","3,625.00","3,753.80","3,625.00",1.54M,-0.13%
2024-10-07,"3,589.25","3,739.95","3,748.00","3,552.30",2.52M,-2.20%
2024-10-08,"3,493.35","3,589.25","3,595.00","3,480.00",1.36M,-2.67%
2024-10-09,"3,493.45","3,518.00","3,558.80","3,486.60",1.06M,0.00%
2024-10-10,"3,447.25","3,510.00","3,531.55","3,415.10",1.49M,-1.32%
2024-10-11,"3,474.40","3,464.00","3,491.00","3,444.30",858.46K,0.79%
2024-10-14,"3,497.80","3,474.40","3,525.00","3,452.55",593.21K,0.67%
2024-10-15,"3,508.50","3,523.95","3,529.45","3,477.00",578.72K,0.31%
2024-10-16,"3,471.00","3,508.00","3,510.00","3,440.00",591.64K,-1.07%
2024-10-17,"3,403.35","3,487.00","3,487.00","3,380.10",560.80K,-1.95%
2024-10-18,"3,381.45","3,395.00","3,422.35","3,296.10",1.25M,-0.64%
2024-10-21,"3,363.25","3,417.95","3,419.85","3,335.50",714.75K,-0.54%
2024-10-22,"3,329.80","3,374.90","3,421.50","3,319.25",882.09K,-0.99%
2024-10-23,"3,288.60","3,330.00","3,335.00","3,282.50",877.84K,-1.24%
2024-10-24,"3,330.90","3,301.05","3,342.90","3,279.20",764.37K,1.29%
2024-10-25,"3,266.55","3,332.00","3,342.35","3,232.35",805.01K,-1.93%
2024-10-28,"3,283.05","3,270.00","3,315.00","3,254.05",736.46K,0.51%
2024-10-29,"3,283.40","3,285.80","3,298.00","3,227.00",702.77K,0.01%
2024-10-30,"3,308.45","3,261.00","3,321.80","3,235.10",895.28K,0.76%
2024-10-31,"3,267.05","3,291.00","3,299.90","3,253.60",1.17M,-1.25%
2024-11-01,"3,293.70","3,304.00","3,317.60","3,282.35",176.64K,0.82%
2024-11-04,"3,222.00","3,318.00","3,318.00","3,190.10",1.12M,-2.18%
2024-11-05,"3,230.25","3,206.00","3,258.90","3,185.00",872.40K,0.26%
2024-11-06,"3,177.05","3,145.00","3,208.95","3,114.00",4.52M,-1.65%
2024-11-07,"3,120.85","3,180.00","3,186.05","3,108.10",1.61M,-1.77%
2024-11-08,"3,186.25","3,121.00","3,192.90","3,106.00",1.72M,2.10%
2024-11-11,"3,206.60","3,191.60","3,230.05","3,158.25",1.05M,0.64%
2024-11-12,"3,198.45","3,201.65","3,239.00","3,185.00",992.98K,-0.25%
2024-11-13,"3,187.85","3,175.00","3,221.60","3,162.20",911.54K,-0.33%
2024-11-14,"3,183.70","3,145.05","3,195.15","3,136.00",1.16M,-0.13%
2024-11-18,"3,172.30","3,183.70","3,207.20","3,157.50",943.25K,-0.36%
2024-11-19,"3,224.70","3,192.00","3,283.00","3,172.30",1.17M,1.65%
2024-11-21,"3,178.45","3,225.00","3,233.95","3,148.35",1.58M,-1.43%
2024-11-22,"3,308.70","3,174.85","3,317.00","3,152.15",2.21M,4.10%
2024-11-25,"3,309.10","3,360.00","3,369.85","3,298.05",1.89M,0.01%
2024-11-26,"3,327.50","3,310.00","3,343.75","3,295.70",721.35K,0.56%
2024-11-27,"3,291.65","3,325.00","3,329.90","3,280.15",732.84K,-1.08%
2024-11-28,"3,212.35","3,292.00","3,305.00","3,200.35",1.70M,-2.41%
2024-11-29,"3,249.00","3,212.35","3,260.00","3,212.35",1.14M,1.14%
2024-12-02,"3,306.85","3,249.00","3,309.90","3,222.05",915.98K,1.78%
2024-12-03,"3,332.75","3,290.00","3,338.70","3,276.60",1.16M,0.78%
2024-12-04,"3,364.45","3,342.00","3,383.00","3,338.00",1.63M,0.95%
2024-12-05,"3,441.05","3,374.95","3,465.40","3,353.60",2.38M,2.28%
2024-12-06,"3,470.10","3,453.95","3,499.65","3,430.00",1.28M,0.84%
2024-12-09,"3,468.20","3,467.50","3,488.25","3,446.90",926.42K,-0.05%
2024-12-10,"3,475.75","3,470.00","3,516.95","3,436.05",1.06M,0.22%
2024-12-11,"3,473.10","3,484.75","3,490.75","3,460.30",554.70K,-0.08%
2024-12-12,"3,445.75","3,470.50","3,473.10","3,412.00",926.47K,-0.79%
2024-12-13,"3,508.85","3,420.00","3,518.00","3,380.25",1.24M,1.83%
2024-12-16,"3,438.20","3,505.00","3,511.00","3,429.00",1.30M,-2.01%
2024-12-17,"3,406.10","3,422.05","3,449.40","3,397.60",1.01M,-0.93%
2024-12-18,"3,401.90","3,401.20","3,424.00","3,390.00",646.15K,-0.12%
2024-12-19,"3,356.85","3,349.60","3,399.95","3,332.00",732.63K,-1.32%
2024-12-20,"3,356.25","3,350.00","3,419.00","3,333.15",1.24M,-0.02%
2024-12-23,"3,396.95","3,378.10","3,406.30","3,336.65",691.20K,1.21%
2024-12-24,"3,353.40","3,385.35","3,419.00","3,338.20",485.25K,-1.28%
2024-12-26,"3,323.05","3,365.00","3,371.85","3,312.65",637.09K,-0.91%
2024-12-27,"3,309.20","3,319.85","3,345.00","3,301.10",568.99K,-0.42%
2024-12-30,"3,257.35","3,309.95","3,317.95","3,247.45",941.86K,-1.57%
2024-12-31,"3,253.15","3,250.00","3,275.65","3,230.80",616.44K,-0.13%
2025-01-01,"3,253.85","3,248.00","3,269.90","3,244.05",357.38K,0.02%
