Date,NAV,fund_name
2024-02-23,14.3141,sbi
2024-02-22,14.289,sbi
2024-02-21,13.9756,sbi
2024-02-20,13.9792,sbi
2024-02-16,14.1564,sbi
2024-02-15,14.1893,sbi
2024-02-14,14.1323,sbi
2024-02-13,13.9443,sbi
2024-02-12,14.1687,sbi
2024-02-09,14.1667,sbi
2024-02-08,14.0613,sbi
2024-02-07,14.0324,sbi
2024-02-06,13.9452,sbi
2024-02-05,13.9398,sbi
2024-02-02,13.9468,sbi
2024-02-01,13.8276,sbi
2024-01-31,13.7198,sbi
2024-01-30,14.0433,sbi
2024-01-29,14.0254,sbi
2024-01-25,13.9266,sbi
2024-01-24,13.8069,sbi
2024-01-23,13.7352,sbi
2024-01-19,13.7265,sbi
2024-01-18,13.5162,sbi
2024-01-17,13.3911,sbi
2024-01-16,13.4396,sbi
2024-01-12,13.481,sbi
2024-01-11,13.4696,sbi
2024-01-10,13.5041,sbi
2024-01-09,13.4337,sbi
2024-01-08,13.4426,sbi
2024-01-05,13.2508,sbi
2024-01-04,13.2394,sbi
2024-01-03,13.2408,sbi
2024-01-02,13.4021,sbi
2023-12-29,13.4934,sbi
2023-12-28,13.5697,sbi
2023-12-27,13.5936,sbi
2023-12-22,13.4831,sbi
2023-12-21,13.4445,sbi
2023-12-19,13.4746,sbi
2023-12-18,13.3541,sbi
2023-12-15,13.3514,sbi
2023-12-14,13.3851,sbi
2023-12-13,13.1972,sbi
2023-12-12,12.9389,sbi
2023-12-11,12.8722,sbi
2023-12-08,12.8394,sbi
2023-12-07,12.7361,sbi
2023-12-06,12.6041,sbi
2023-12-05,12.6686,sbi
2023-12-04,12.6661,sbi
2023-12-01,12.775,sbi
2023-11-30,12.6506,sbi
2023-11-29,12.627,sbi
2023-11-28,12.6148,sbi
2023-11-24,12.6317,sbi
2023-11-22,12.6266,sbi
2023-11-21,12.5763,sbi
2023-11-20,12.611,sbi
2023-11-17,12.5357,sbi
2023-11-16,12.4893,sbi
2023-11-15,12.4893,sbi
2023-11-13,12.2711,sbi
2023-11-10,12.2857,sbi
2023-11-09,12.0878,sbi
2023-11-08,12.1768,sbi
2023-11-07,12.1592,sbi
2023-11-06,12.1199,sbi
2023-11-03,12.0825,sbi
2023-11-02,11.9461,sbi
2023-10-31,11.5206,sbi
2023-10-30,11.4784,sbi
2023-10-27,11.3308,sbi
2023-10-26,11.4306,sbi
2023-10-25,11.5534,sbi
2023-10-23,11.6914,sbi
2023-10-20,11.706,sbi
2023-10-19,11.8931,sbi
2023-10-18,12.0165,sbi
2023-10-17,12.2386,sbi
2023-10-16,12.2069,sbi
2023-10-13,12.0648,sbi
2023-10-12,12.1695,sbi
2023-10-11,12.2487,sbi
2023-10-10,12.177,sbi
2023-10-09,12.0748,sbi
2023-10-06,12.0265,sbi
2023-10-05,11.8497,sbi
2023-10-04,11.8256,sbi
2023-10-03,11.7173,sbi
2023-09-29,11.8864,sbi
2023-09-27,11.8063,sbi
2023-09-26,11.7546,sbi
2023-09-25,11.9003,sbi
2023-09-22,11.8019,sbi
2023-09-21,11.8286,sbi
2023-09-20,12.0873,sbi
2023-09-18,12.2404,sbi
2023-09-15,12.2028,sbi
2023-09-14,12.4045,sbi
2023-09-13,12.2807,sbi
2023-09-12,12.2969,sbi
2023-09-11,12.3427,sbi
2023-09-08,12.3393,sbi
2023-09-07,12.3139,sbi
2023-09-06,12.3803,sbi
2023-09-05,12.4778,sbi
2023-09-01,12.5076,sbi
2023-08-31,12.4155,sbi
2023-08-30,12.4001,sbi
2023-08-29,12.3431,sbi
2023-08-28,12.1346,sbi
2023-08-25,12.0497,sbi
2023-08-24,11.9822,sbi
2023-08-23,12.2085,sbi
2023-08-22,12.0766,sbi
2023-08-21,12.1218,sbi
2023-08-18,12.0197,sbi
2023-08-17,12.0439,sbi
2023-08-16,12.0906,sbi
2023-08-14,12.3588,sbi
2023-08-11,12.2685,sbi
2023-08-10,12.3237,sbi
2023-08-09,12.3043,sbi
2023-08-08,12.396,sbi
2023-08-07,12.4362,sbi
2023-08-04,12.3216,sbi
2023-08-03,12.3534,sbi
2023-08-02,12.3225,sbi
2023-08-01,12.5068,sbi
2023-07-31,12.5028,sbi
2023-07-28,12.452,sbi
2023-07-27,12.2869,sbi
2023-07-26,12.3539,sbi
2023-07-25,12.3149,sbi
2023-07-24,12.2528,sbi
2023-07-21,12.1791,sbi
2023-07-20,12.1848,sbi
2023-07-19,12.3236,sbi
2023-07-18,12.307,sbi
2023-07-17,12.2,sbi
2023-07-14,12.1268,sbi
2023-07-13,12.147,sbi
2023-07-12,12.0239,sbi
2023-07-11,11.9141,sbi
2023-07-10,11.8675,sbi
2023-07-07,11.8234,sbi
2023-07-06,11.775,sbi
2023-07-05,11.8436,sbi
2023-07-03,11.8813,sbi
2023-06-30,11.8869,sbi
2023-06-28,11.6972,sbi
2023-06-27,11.7124,sbi
2023-06-26,11.5502,sbi
2023-06-22,11.6881,sbi
2023-06-21,11.6829,sbi
2023-06-20,11.7563,sbi
2023-06-16,11.8083,sbi
2023-06-15,11.9495,sbi
2023-06-14,11.8552,sbi
2023-06-13,11.8393,sbi
2023-06-12,11.736,sbi
2023-06-09,11.6517,sbi
2023-06-08,11.6749,sbi
2023-06-07,11.5793,sbi
2023-06-06,11.6517,sbi
2023-06-05,11.5687,sbi
2023-06-02,11.5711,sbi
2023-06-01,11.3775,sbi
2023-05-31,11.2654,sbi
2023-05-30,11.3963,sbi
2023-05-26,11.4021,sbi
2023-05-25,11.2176,sbi
2023-05-24,11.0212,sbi
2023-05-23,11.1327,sbi
2023-05-22,11.2559,sbi
2023-05-19,11.2396,sbi
2023-05-17,11.0887,sbi
2023-05-16,10.9141,sbi
2023-05-15,10.9801,sbi
2023-05-12,10.8714,sbi
2023-05-11,10.8658,sbi
2023-05-10,10.9084,sbi
2023-05-08,10.8896,sbi
2023-05-05,10.8748,sbi
2023-05-04,10.5943,sbi
2023-05-03,10.7395,sbi
2023-05-02,10.8517,sbi
2023-04-28,11.0545,sbi
2023-04-27,10.9154,sbi
2023-04-26,10.7117,sbi
2023-04-25,10.748,sbi
2023-04-24,11.0223,sbi
2023-04-21,11.013,sbi
2023-04-20,11.059,sbi
2023-04-19,11.107,sbi
2023-04-18,11.0877,sbi
2023-04-17,11.066,sbi
2023-04-13,11.0693,sbi
2023-04-12,10.9067,sbi
2023-04-11,10.9554,sbi
2023-04-06,10.879,sbi
2023-04-05,10.8851,sbi
2023-04-03,11.0975,sbi
2023-03-31,11.076,sbi
2023-03-29,10.8924,sbi
2023-03-28,10.7132,sbi
2023-03-27,10.729,sbi
2023-03-24,10.7424,sbi
2023-03-23,10.6837,sbi
2023-03-22,10.6763,sbi
2023-03-21,10.8534,sbi
2023-03-20,10.6536,sbi
2023-03-17,10.5741,sbi
2023-03-16,10.716,sbi
2023-03-15,10.4623,sbi
2023-03-14,10.547,sbi
2023-03-13,10.2975,sbi
2023-03-10,10.4182,sbi
2023-03-09,10.625,sbi
2023-03-08,10.8558,sbi
2023-03-06,10.9661,sbi
2023-03-03,11.0497,sbi
2023-03-02,10.9418,sbi
2023-03-01,10.8792,sbi
2023-02-28,10.9161,sbi
2023-02-27,10.9718,sbi
2023-02-24,10.9045,sbi
2023-02-23,11.0565,sbi
2023-02-22,11.0022,sbi
2023-02-21,10.9982,sbi
2023-02-17,11.2646,sbi
2023-02-16,11.2897,sbi
2023-02-15,11.5138,sbi
2023-02-14,11.4243,sbi
2023-02-13,11.4162,sbi
2023-02-10,11.2572,sbi
2023-02-09,11.264,sbi
2023-02-08,11.4827,sbi
2023-02-07,11.6623,sbi
2023-02-06,11.4727,sbi
2023-02-03,11.5507,sbi
2023-02-02,11.6393,sbi
2023-02-01,11.4453,sbi
2023-01-31,11.3144,sbi
2023-01-30,11.1311,sbi
2023-01-27,11.2804,sbi
2023-01-25,11.1568,sbi
2023-01-24,11.1515,sbi
2023-01-23,11.1689,sbi
2023-01-20,11.0143,sbi
2023-01-19,10.8325,sbi
2023-01-18,10.9391,sbi
2023-01-17,11.0777,sbi
2023-01-13,11.0765,sbi
2023-01-12,11.0615,sbi
2023-01-11,11.0231,sbi
2023-01-10,10.9305,sbi
2023-01-09,10.83,sbi
2023-01-06,10.8386,sbi
2023-01-05,10.5783,sbi
2023-01-04,10.7477,sbi
2023-01-03,10.6324,sbi
2022-12-30,10.6634,sbi
2022-12-29,10.7018,sbi
2022-12-28,10.5138,sbi
2022-12-27,10.6199,sbi
2022-12-23,10.6768,sbi
2022-12-22,10.5844,sbi
2022-12-21,10.7577,sbi
2022-12-20,10.5808,sbi
2022-12-19,10.5331,sbi
2022-12-16,10.6786,sbi
2022-12-15,10.7175,sbi
2022-12-14,11.0249,sbi
2022-12-13,11.1501,sbi
2022-12-12,11.0316,sbi
2022-12-09,10.8043,sbi
2022-12-08,10.9164,sbi
2022-12-07,10.8401,sbi
2022-12-06,10.8031,sbi
2022-12-05,10.8897,sbi
2022-12-02,11.0535,sbi
2022-12-01,11.0809,sbi
2022-11-30,11.1654,sbi
2022-11-29,10.8032,sbi
2022-11-28,10.7789,sbi
2022-11-25,10.9321,sbi
2022-11-23,10.9927,sbi
2022-11-22,10.9392,sbi
2022-11-21,10.7557,sbi
2022-11-18,10.7983,sbi
2022-11-17,10.7856,sbi
2022-11-16,10.7952,sbi
2022-11-15,10.932,sbi
2022-11-14,10.814,sbi
2022-11-11,10.8729,sbi
2022-11-10,10.818,sbi
2022-11-09,10.186,sbi
2022-11-07,10.4362,sbi
2022-11-04,10.3469,sbi
2022-11-03,10.1793,sbi
2022-11-02,10.2619,sbi
2022-10-31,10.5447,sbi
2022-10-28,10.6134,sbi
2022-10-27,10.3794,sbi
2022-10-25,10.6334,sbi
2022-10-21,10.3436,sbi
2022-10-20,10.102,sbi
2022-10-19,10.0814,sbi
2022-10-18,10.1125,sbi
2022-10-17,10.0262,sbi
2022-10-14,9.7897,sbi
2022-10-13,10.0529,sbi
2022-10-12,9.786,sbi
2022-10-11,9.8379,sbi
2022-10-10,9.9424,sbi
2022-10-07,10.0616,sbi
2022-10-06,10.2611,sbi
2022-10-04,10.3179,sbi
2022-10-03,10.0355,sbi
2022-09-30,9.7159,sbi
2022-09-29,9.8936,sbi
2022-09-28,10.0561,sbi
2022-09-27,9.7705,sbi
2022-09-26,9.8074,sbi
2022-09-23,9.8372,sbi
2022-09-22,10.008,sbi
2022-09-21,10.0089,sbi
2022-09-20,10.1848,sbi
2022-09-19,10.3077,sbi
2022-09-16,10.2614,sbi
2022-09-15,10.3637,sbi
2022-09-14,10.5058,sbi
2022-09-13,10.4096,sbi
2022-09-12,10.9937,sbi
2022-09-09,10.8632,sbi
2022-09-08,10.6655,sbi
2022-09-07,10.5688,sbi
2022-09-06,10.4047,sbi
2022-09-02,10.4407,sbi
2022-09-01,10.4878,sbi
2022-08-30,10.6309,sbi
2022-08-29,10.8313,sbi
2022-08-26,10.8869,sbi
2022-08-25,11.2785,sbi
2022-08-24,11.0835,sbi
2022-08-23,11.0938,sbi
2022-08-22,11.0735,sbi
2022-08-19,11.3139,sbi
2022-08-18,11.4758,sbi
2022-08-17,11.3971,sbi
2022-08-16,11.5609,sbi
2022-08-12,11.5216,sbi
2022-08-11,11.2943,sbi
2022-08-10,11.2927,sbi
2022-08-08,11.1941,sbi
2022-08-05,11.163,sbi
2022-08-04,11.184,sbi
2022-08-03,11.097,sbi
2022-08-02,10.9103,sbi
2022-08-01,11.0765,sbi
2022-07-29,11.1866,sbi
2022-07-28,11.039,sbi
2022-07-27,10.93,sbi
2022-07-26,10.6184,sbi
2022-07-25,10.7796,sbi
2022-07-22,10.7577,sbi
2022-07-21,10.8922,sbi
2022-07-20,10.7864,sbi
2022-07-19,10.7052,sbi
2022-07-18,10.3682,sbi
2022-07-15,10.4304,sbi
2022-07-14,10.2045,sbi
2022-07-13,10.2041,sbi
2022-07-12,10.2605,sbi
2022-07-11,10.359,sbi
2022-07-08,10.4766,sbi
2022-07-07,10.4645,sbi
2022-07-06,10.2943,sbi
2022-07-05,10.2464,sbi
2022-07-01,10.2363,sbi
2022-06-30,10.1858,sbi
2022-06-29,10.2838,sbi
2022-06-28,10.2878,sbi
2022-06-27,10.4225,sbi
2022-06-24,10.4913,sbi
2022-06-22,10.1189,sbi
2022-06-21,10.16,sbi
2022-06-17,9.9164,sbi
2022-06-16,9.9056,sbi
2022-06-15,10.2719,sbi
2022-06-14,10.1455,sbi
2022-06-13,10.2088,sbi
2022-06-10,10.6004,sbi
2022-06-09,10.933,sbi
2022-06-08,11.201,sbi
2022-06-07,11.3015,sbi
2022-06-03,11.1356,sbi
2022-06-02,11.2831,sbi
2022-06-01,11.0403,sbi
2022-05-31,11.0998,sbi
2022-05-27,11.167,sbi
2022-05-25,10.6542,sbi
2022-05-24,10.5503,sbi
2022-05-23,10.6704,sbi
2022-05-20,10.4582,sbi
2022-05-19,10.4536,sbi
2022-05-18,10.4653,sbi
2022-05-17,10.8812,sbi
2022-05-16,10.5932,sbi
2022-05-13,10.6319,sbi
2022-05-12,10.3707,sbi
2022-05-11,10.314,sbi
2022-05-10,10.4387,sbi
2022-05-06,10.7274,sbi
2022-05-05,10.7098,sbi
2022-05-04,11.1507,sbi
2022-05-02,10.8324,sbi
2022-04-29,10.7776,sbi
2022-04-28,11.1878,sbi
2022-04-27,10.8941,sbi
2022-04-26,10.824,sbi
2022-04-25,11.1733,sbi
2022-04-22,11.0421,sbi
2022-04-21,11.3094,sbi
2022-04-20,11.539,sbi
2022-04-19,11.5155,sbi
2022-04-13,11.4636,sbi
2022-04-12,11.2914,sbi
2022-04-11,11.3287,sbi
2022-04-08,11.4946,sbi
2022-04-07,11.5605,sbi
2022-04-06,11.5038,sbi
2022-04-05,11.6434,sbi
2022-04-04,11.8727,sbi
2022-04-01,11.8455,sbi
2022-03-31,11.8786,sbi
2022-03-30,12.0517,sbi
2022-03-29,12.2252,sbi
2022-03-28,12.0929,sbi
2022-03-25,12.0208,sbi
2022-03-24,12.0076,sbi
2022-03-23,11.7975,sbi
2022-03-22,12.0057,sbi
2022-03-21,11.8396,sbi
2022-03-17,11.6632,sbi
2022-03-16,11.6145,sbi
2022-03-15,11.333,sbi
2022-03-14,11.1251,sbi
2022-03-11,11.2007,sbi
2022-03-10,11.3049,sbi
2022-03-09,11.4445,sbi
2022-03-08,11.1349,sbi
2022-03-07,11.1267,sbi
2022-03-04,11.4421,sbi
2022-03-03,11.5358,sbi
2022-03-02,11.6347,sbi
2022-02-28,11.6191,sbi
2022-02-25,11.6468,sbi
2022-02-24,11.4494,sbi
2022-02-23,11.1569,sbi
2022-02-22,11.4072,sbi
2022-02-18,11.5259,sbi
2022-02-17,11.6526,sbi
2022-02-16,11.9217,sbi
2022-02-15,11.9653,sbi
2022-02-14,11.7018,sbi
2022-02-11,11.7159,sbi
2022-02-10,11.8818,sbi
2022-02-09,12.0359,sbi
2022-02-08,11.8343,sbi
2022-02-07,11.7444,sbi
2022-02-04,11.7602,sbi
2022-02-03,11.7241,sbi
2022-02-02,11.9985,sbi
2022-02-01,11.7979,sbi
2022-01-31,11.7234,sbi
2022-01-28,11.5445,sbi
2022-01-27,11.2801,sbi
2022-01-25,11.2591,sbi
2022-01-24,11.4084,sbi
2022-01-21,11.365,sbi
2022-01-20,11.5102,sbi
2022-01-19,11.6514,sbi
2022-01-18,11.7376,sbi
2022-01-14,11.8929,sbi
2022-01-13,11.8127,sbi
2022-01-12,11.9931,sbi
2022-01-11,11.9359,sbi
2022-01-10,11.8503,sbi
2022-01-07,11.8964,sbi
2022-01-06,11.9915,sbi
2022-01-05,11.9753,sbi
2022-01-04,12.2334,sbi
2022-01-03,12.1629,sbi
2021-12-31,12.0821,sbi
2021-12-30,12.1471,sbi
2021-12-29,12.2112,sbi
2021-12-28,12.2112,sbi
2021-12-27,12.2725,sbi
2021-12-23,12.1591,sbi
2021-12-22,12.1265,sbi
2021-12-21,12.0153,sbi
2021-12-20,11.8344,sbi
2021-12-17,11.9771,sbi
2021-12-16,12.1268,sbi
2021-12-15,12.2357,sbi
2021-12-14,12.062,sbi
2021-12-13,12.1149,sbi
2021-12-10,12.2925,sbi
2021-12-09,12.1562,sbi
2021-12-08,12.2298,sbi
2021-12-07,12.1579,sbi
2021-12-06,11.8939,sbi
2021-12-03,11.6877,sbi
2021-12-02,11.796,sbi
2021-12-01,11.6105,sbi
2021-11-30,11.7967,sbi
2021-11-29,12.029,sbi
2021-11-26,11.793,sbi
2021-11-24,12.0852,sbi
2021-11-23,12.0918,sbi
2021-11-22,12.03,sbi
2021-11-18,12.095,sbi
2021-11-17,12.0689,sbi
2021-11-16,12.1536,sbi
2021-11-15,12.0903,sbi
2021-11-12,12.134,sbi
2021-11-11,12.0354,sbi
2021-11-10,11.9627,sbi
2021-11-09,12.0656,sbi
2021-11-08,12.1018,sbi
2021-11-03,11.9395,sbi
2021-11-02,11.8939,sbi
2021-10-29,11.8612,sbi
2021-10-28,11.8577,sbi
2021-10-27,11.7823,sbi
2021-10-26,11.8761,sbi
2021-10-25,11.8034,sbi
2021-10-22,11.7202,sbi
2021-10-21,11.7175,sbi
2021-10-19,11.775,sbi
2021-10-18,11.7219,sbi
2021-10-14,11.5479,sbi
2021-10-13,11.3579,sbi
2021-10-12,11.3216,sbi
2021-10-11,11.3335,sbi
2021-10-08,11.3777,sbi
2021-10-07,11.3483,sbi
2021-10-06,11.2174,sbi
2021-10-05,11.1598,sbi
2021-10-04,11.0165,sbi
2021-10-01,11.165,sbi
2021-09-30,10.9864,sbi
2021-09-29,11.082,sbi
2021-09-28,11.0398,sbi
2021-09-27,11.2416,sbi
2021-09-24,11.2869,sbi
2021-09-23,11.2634,sbi
2021-09-22,11.1072,sbi
2021-09-21,10.9509,sbi
2021-09-20,10.9881,sbi
2021-09-17,11.1519,sbi
2021-09-16,11.2568,sbi
2021-09-15,11.3178,sbi
2021-09-14,11.2438,sbi
2021-09-13,11.2987,sbi
2021-09-09,11.3329,sbi
2021-09-08,11.3563,sbi
2021-09-07,11.3472,sbi
2021-09-03,11.3445,sbi
2021-09-02,11.3362,sbi
2021-09-01,11.3151,sbi
2021-08-31,11.374,sbi
2021-08-30,11.4853,sbi
2021-08-27,11.5521,sbi
2021-08-26,11.4617,sbi
2021-08-25,11.5166,sbi
2021-08-24,11.4489,sbi
2021-08-23,11.4179,sbi
2021-08-20,11.3171,sbi
2021-08-18,11.2023,sbi
2021-08-17,11.3356,sbi
2021-08-16,11.4584,sbi
2021-08-13,11.4406,sbi
2021-08-12,11.4387,sbi
2021-08-11,11.4327,sbi
2021-08-10,11.3786,sbi
2021-08-09,11.3211,sbi
2021-08-06,11.3938,sbi
2021-08-05,11.3673,sbi
2021-08-04,11.2828,sbi
2021-08-03,11.3628,sbi
2021-08-02,11.3025,sbi
2021-07-30,11.3542,sbi
2021-07-29,11.4204,sbi
2021-07-28,11.4008,sbi
2021-07-27,11.3743,sbi
2021-07-26,11.4725,sbi
2021-07-23,11.4306,sbi
2021-07-22,11.3026,sbi
2021-07-20,11.2129,sbi
2021-07-19,11.0202,sbi
2021-07-16,11.1853,sbi
2021-07-15,11.291,sbi
2021-07-14,11.3474,sbi
2021-07-13,11.3066,sbi
2021-07-12,11.3517,sbi
2021-07-09,11.3364,sbi
2021-07-08,11.2243,sbi
2021-07-07,11.3475,sbi
2021-07-06,11.2739,sbi
2021-07-02,11.3885,sbi
2021-07-01,11.2636,sbi
2021-06-30,11.2134,sbi
2021-06-29,11.2043,sbi
2021-06-28,11.1785,sbi
2021-06-25,11.1716,sbi
2021-06-24,11.1421,sbi
2021-06-22,11.0359,sbi
2021-06-21,10.968,sbi
2021-06-18,10.8054,sbi
